"Year","FMP","binL","Sex","Frequency","Source"
2020,"GOA",65,"M",1,"AFSCLL"
2020,"GOA",55,"F",1,"AFSCLL"
2020,"GOA",55,"F",1,"AFSCLL"
2020,"GOA",70,"F",1,"AFSCLL"
2020,"GOA",60,"M",1,"AFSCLL"
2020,"GOA",55,"M",1,"AFSCLL"
2020,"GOA",55,"F",1,"AFSCLL"
2020,"GOA",60,"F",1,"AFSCLL"
2020,"GOA",60,"M",1,"AFSCLL"
2020,"GOA",65,"M",2,"AFSCLL"
2020,"GOA",65,"F",1,"AFSCLL"
2020,"GOA",65,"M",5,"AFSCLL"
2020,"GOA",50,"F",1,"AFSCLL"
2020,"GOA",60,"M",1,"AFSCLL"
2020,"GOA",70,"M",1,"AFSCLL"
2020,"GOA",60,"F",1,"AFSCLL"
2020,"GOA",65,"M",1,"AFSCLL"
2020,"GOA",65,"M",2,"AFSCLL"
2020,"GOA",70,"F",1,"AFSCLL"
2020,"GOA",55,"M",2,"AFSCLL"
2020,"GOA",60,"M",2,"AFSCLL"
2020,"GOA",55,"F",3,"AFSCLL"
2020,"GOA",60,"F",1,"AFSCLL"
2020,"GOA",75,"F",1,"AFSCLL"
2020,"GOA",45,"F",2,"AFSCLL"
2020,"GOA",50,"M",1,"AFSCLL"
2020,"GOA",70,"F",1,"AFSCLL"
2020,"GOA",90,"F",1,"AFSCLL"
2020,"GOA",60,"M",1,"AFSCLL"
2020,"GOA",50,"M",1,"AFSCLL"
2020,"GOA",70,"F",1,"AFSCLL"
2020,"GOA",70,"M",1,"AFSCLL"
2020,"GOA",60,"F",1,"AFSCLL"
2020,"GOA",50,"F",1,"AFSCLL"
2020,"GOA",60,"M",2,"AFSCLL"
2020,"GOA",65,"M",4,"AFSCLL"
2020,"GOA",70,"M",3,"AFSCLL"
2020,"GOA",50,"M",1,"AFSCLL"
2020,"GOA",50,"F",1,"AFSCLL"
2020,"GOA",60,"M",4,"AFSCLL"
2020,"GOA",60,"F",1,"AFSCLL"
2020,"GOA",60,"M",6,"AFSCLL"
2020,"GOA",50,"F",2,"AFSCLL"
2020,"GOA",60,"M",2,"AFSCLL"
2020,"GOA",65,"F",1,"AFSCLL"
2020,"GOA",65,"M",1,"AFSCLL"
2020,"GOA",55,"F",1,"AFSCLL"
2020,"GOA",65,"M",1,"AFSCLL"
2019,"GOA",60,"M",2,"AFSCLL"
2019,"GOA",65,"M",1,"AFSCLL"
2019,"GOA",60,"M",1,"AFSCLL"
2019,"GOA",65,"M",1,"AFSCLL"
2019,"GOA",65,"M",1,"AFSCLL"
2019,"GOA",65,"F",5,"AFSCLL"
2019,"GOA",55,"M",1,"AFSCLL"
2019,"GOA",60,"M",2,"AFSCLL"
2019,"GOA",65,"F",2,"AFSCLL"
2019,"GOA",65,"M",1,"AFSCLL"
2019,"GOA",65,"M",2,"AFSCLL"
2019,"GOA",65,"F",2,"AFSCLL"
2019,"GOA",50,"M",1,"AFSCLL"
2019,"GOA",55,"F",1,"AFSCLL"
2019,"GOA",55,"M",1,"AFSCLL"
2019,"GOA",65,"M",1,"AFSCLL"
2019,"GOA",70,"M",1,"AFSCLL"
2019,"GOA",70,"F",1,"AFSCLL"
2019,"GOA",50,"F",2,"AFSCLL"
2019,"GOA",70,"F",1,"AFSCLL"
2019,"GOA",70,"F",1,"AFSCLL"
2019,"GOA",75,"F",1,"AFSCLL"
2019,"GOA",45,"F",2,"AFSCLL"
2019,"GOA",55,"M",1,"AFSCLL"
2019,"GOA",55,"F",1,"AFSCLL"
2019,"GOA",55,"F",1,"AFSCLL"
2019,"GOA",60,"F",2,"AFSCLL"
2019,"GOA",60,"M",2,"AFSCLL"
2019,"GOA",60,"F",2,"AFSCLL"
2019,"GOA",60,"M",2,"AFSCLL"
2019,"GOA",60,"M",1,"AFSCLL"
2019,"GOA",65,"M",2,"AFSCLL"
2019,"GOA",75,"F",1,"AFSCLL"
2019,"GOA",65,"M",1,"AFSCLL"
2019,"GOA",60,"F",1,"AFSCLL"
2019,"GOA",60,"M",2,"AFSCLL"
2019,"GOA",60,"F",1,"AFSCLL"
2019,"GOA",75,"F",1,"AFSCLL"
2019,"GOA",55,"F",2,"AFSCLL"
2019,"GOA",60,"M",1,"AFSCLL"
2019,"GOA",70,"M",1,"AFSCLL"
2010,"GOA",60,"M",1,"AFSCLL"
2010,"GOA",50,"M",1,"AFSCLL"
2010,"GOA",60,"F",1,"AFSCLL"
2010,"GOA",60,"M",1,"AFSCLL"
2010,"GOA",55,"M",2,"AFSCLL"
2010,"GOA",60,"F",1,"AFSCLL"
2010,"GOA",55,"F",1,"AFSCLL"
2010,"GOA",55,"M",1,"AFSCLL"
2010,"GOA",55,"M",2,"AFSCLL"
2010,"GOA",65,"F",1,"AFSCLL"
2010,"GOA",60,"F",3,"AFSCLL"
2010,"GOA",70,"F",3,"AFSCLL"
2010,"GOA",70,"F",1,"AFSCLL"
2010,"GOA",55,"M",2,"AFSCLL"
2010,"GOA",50,"F",3,"AFSCLL"
2010,"GOA",50,"F",1,"AFSCLL"
2010,"GOA",65,"F",1,"AFSCLL"
2010,"GOA",60,"F",1,"AFSCLL"
2010,"GOA",75,"F",2,"AFSCLL"
2010,"GOA",65,"F",1,"AFSCLL"
2010,"GOA",55,"M",2,"AFSCLL"
2010,"GOA",70,"F",1,"AFSCLL"
2010,"GOA",80,"F",1,"AFSCLL"
2010,"GOA",75,"F",1,"AFSCLL"
2010,"GOA",55,"M",1,"AFSCLL"
2010,"GOA",60,"M",1,"AFSCLL"
2010,"GOA",65,"M",3,"AFSCLL"
2010,"GOA",65,"F",2,"AFSCLL"
2010,"GOA",60,"F",2,"AFSCLL"
2010,"GOA",65,"M",1,"AFSCLL"
2010,"GOA",55,"F",2,"AFSCLL"
2010,"GOA",70,"M",1,"AFSCLL"
2010,"GOA",55,"F",1,"AFSCLL"
2010,"GOA",55,"F",1,"AFSCLL"
2010,"GOA",65,"F",1,"AFSCLL"
2010,"GOA",60,"F",3,"AFSCLL"
2010,"GOA",65,"F",3,"AFSCLL"
2010,"GOA",60,"F",1,"AFSCLL"
2010,"GOA",70,"F",1,"AFSCLL"
2010,"GOA",65,"M",1,"AFSCLL"
2010,"GOA",60,"F",1,"AFSCLL"
2010,"GOA",70,"F",1,"AFSCLL"
2010,"GOA",75,"F",4,"AFSCLL"
2010,"GOA",80,"F",1,"AFSCLL"
2010,"GOA",75,"F",4,"AFSCLL"
2010,"GOA",70,"M",1,"AFSCLL"
2010,"GOA",70,"M",2,"AFSCLL"
2010,"GOA",70,"M",1,"AFSCLL"
2010,"GOA",50,"F",1,"AFSCLL"
2010,"GOA",65,"M",3,"AFSCLL"
2010,"GOA",60,"F",2,"AFSCLL"
2010,"GOA",60,"F",1,"AFSCLL"
2010,"GOA",70,"F",2,"AFSCLL"
2010,"GOA",65,"M",1,"AFSCLL"
2010,"GOA",65,"M",2,"AFSCLL"
2010,"GOA",70,"M",2,"AFSCLL"
2010,"GOA",80,"F",2,"AFSCLL"
2010,"GOA",80,"F",1,"AFSCLL"
2010,"GOA",75,"F",1,"AFSCLL"
2010,"GOA",70,"F",2,"AFSCLL"
2010,"GOA",65,"M",1,"AFSCLL"
2010,"GOA",70,"F",1,"AFSCLL"
2010,"GOA",50,"F",2,"AFSCLL"
2010,"GOA",60,"M",1,"AFSCLL"
2010,"GOA",60,"F",2,"AFSCLL"
2010,"GOA",60,"F",1,"AFSCLL"
2010,"GOA",60,"F",2,"AFSCLL"
2010,"GOA",60,"F",1,"AFSCLL"
2010,"GOA",60,"M",1,"AFSCLL"
2010,"GOA",70,"M",1,"AFSCLL"
2010,"GOA",55,"F",1,"AFSCLL"
2010,"GOA",60,"M",1,"AFSCLL"
2010,"GOA",55,"M",2,"AFSCLL"
2010,"GOA",55,"M",2,"AFSCLL"
2010,"GOA",50,"F",1,"AFSCLL"
2010,"GOA",60,"F",1,"AFSCLL"
2010,"GOA",55,"M",2,"AFSCLL"
2010,"GOA",55,"F",2,"AFSCLL"
2011,"GOA",50,"M",1,"AFSCLL"
2011,"GOA",45,"M",1,"AFSCLL"
2011,"GOA",55,"F",1,"AFSCLL"
2011,"GOA",70,"M",1,"AFSCLL"
2011,"GOA",60,"F",1,"AFSCLL"
2011,"GOA",55,"M",1,"AFSCLL"
2011,"GOA",50,"F",1,"AFSCLL"
2011,"GOA",50,"M",3,"AFSCLL"
2011,"GOA",50,"M",1,"AFSCLL"
2011,"GOA",40,"M",1,"AFSCLL"
2011,"GOA",70,"M",1,"AFSCLL"
2011,"GOA",45,"F",4,"AFSCLL"
2011,"GOA",55,"F",1,"AFSCLL"
2011,"GOA",45,"F",3,"AFSCLL"
2011,"GOA",45,"M",1,"AFSCLL"
2011,"GOA",60,"M",1,"AFSCLL"
2011,"GOA",50,"M",1,"AFSCLL"
2011,"GOA",55,"F",1,"AFSCLL"
2011,"GOA",60,"M",1,"AFSCLL"
2011,"GOA",50,"M",3,"AFSCLL"
2011,"GOA",65,"F",1,"AFSCLL"
2011,"GOA",60,"M",3,"AFSCLL"
2011,"GOA",60,"F",1,"AFSCLL"
2011,"GOA",50,"F",1,"AFSCLL"
2011,"GOA",50,"M",2,"AFSCLL"
2011,"GOA",45,"F",5,"AFSCLL"
2011,"GOA",50,"F",3,"AFSCLL"
2011,"GOA",80,"F",1,"AFSCLL"
2011,"GOA",65,"M",1,"AFSCLL"
2011,"GOA",55,"F",1,"AFSCLL"
2011,"GOA",60,"M",6,"AFSCLL"
2011,"GOA",60,"M",4,"AFSCLL"
2011,"GOA",65,"M",1,"AFSCLL"
2011,"GOA",55,"F",1,"AFSCLL"
2011,"GOA",70,"F",1,"AFSCLL"
2011,"GOA",80,"F",1,"AFSCLL"
2011,"GOA",55,"F",1,"AFSCLL"
2011,"GOA",50,"F",1,"AFSCLL"
2011,"GOA",75,"F",1,"AFSCLL"
2011,"GOA",65,"M",1,"AFSCLL"
2011,"GOA",55,"F",6,"AFSCLL"
2011,"GOA",60,"F",1,"AFSCLL"
2011,"GOA",55,"F",1,"AFSCLL"
2011,"GOA",50,"F",1,"AFSCLL"
2011,"GOA",50,"M",2,"AFSCLL"
2011,"GOA",60,"M",1,"AFSCLL"
2011,"GOA",65,"M",1,"AFSCLL"
2011,"GOA",55,"M",1,"AFSCLL"
2011,"GOA",55,"F",3,"AFSCLL"
2011,"GOA",50,"F",1,"AFSCLL"
2011,"GOA",50,"M",2,"AFSCLL"
2011,"GOA",55,"M",2,"AFSCLL"
2011,"GOA",55,"F",1,"AFSCLL"
2011,"GOA",65,"M",1,"AFSCLL"
2011,"GOA",60,"F",1,"AFSCLL"
2011,"GOA",70,"F",1,"AFSCLL"
2011,"GOA",50,"M",1,"AFSCLL"
2011,"GOA",45,"F",2,"AFSCLL"
2011,"GOA",50,"M",1,"AFSCLL"
2011,"GOA",50,"F",2,"AFSCLL"
2011,"GOA",50,"F",1,"AFSCLL"
2011,"GOA",60,"F",1,"AFSCLL"
2011,"GOA",60,"M",1,"AFSCLL"
2011,"GOA",60,"M",1,"AFSCLL"
2011,"GOA",55,"M",1,"AFSCLL"
2011,"GOA",60,"F",1,"AFSCLL"
2011,"GOA",60,"F",3,"AFSCLL"
2011,"GOA",70,"F",1,"AFSCLL"
2011,"GOA",60,"F",1,"AFSCLL"
2012,"GOA",65,"F",1,"AFSCLL"
2012,"GOA",70,"F",1,"AFSCLL"
2012,"GOA",70,"F",3,"AFSCLL"
2012,"GOA",80,"F",1,"AFSCLL"
2012,"GOA",70,"F",1,"AFSCLL"
2012,"GOA",70,"F",2,"AFSCLL"
2012,"GOA",55,"M",1,"AFSCLL"
2012,"GOA",50,"M",1,"AFSCLL"
2012,"GOA",55,"F",1,"AFSCLL"
2012,"GOA",65,"F",1,"AFSCLL"
2012,"GOA",60,"F",1,"AFSCLL"
2012,"GOA",60,"M",2,"AFSCLL"
2012,"GOA",65,"M",1,"AFSCLL"
2012,"GOA",70,"F",3,"AFSCLL"
2012,"GOA",80,"F",1,"AFSCLL"
2012,"GOA",65,"M",1,"AFSCLL"
2012,"GOA",85,"F",1,"AFSCLL"
2012,"GOA",90,"F",1,"AFSCLL"
2012,"GOA",70,"F",1,"AFSCLL"
2012,"GOA",65,"M",1,"AFSCLL"
2012,"GOA",65,"F",1,"AFSCLL"
2012,"GOA",55,"F",3,"AFSCLL"
2012,"GOA",60,"M",1,"AFSCLL"
2012,"GOA",65,"M",2,"AFSCLL"
2012,"GOA",75,"M",1,"AFSCLL"
2012,"GOA",60,"F",1,"AFSCLL"
2012,"GOA",55,"F",1,"AFSCLL"
2012,"GOA",70,"F",1,"AFSCLL"
2012,"GOA",65,"F",4,"AFSCLL"
2012,"GOA",65,"F",2,"AFSCLL"
2012,"GOA",80,"F",2,"AFSCLL"
2012,"GOA",60,"F",1,"AFSCLL"
2012,"GOA",60,"M",1,"AFSCLL"
2012,"GOA",80,"F",5,"AFSCLL"
2012,"GOA",60,"F",1,"AFSCLL"
2012,"GOA",60,"M",1,"AFSCLL"
2012,"GOA",80,"F",2,"AFSCLL"
2012,"GOA",65,"F",2,"AFSCLL"
2012,"GOA",65,"M",1,"AFSCLL"
2012,"GOA",70,"M",1,"AFSCLL"
2013,"GOA",60,"F",1,"AFSCLL"
2013,"GOA",60,"F",1,"AFSCLL"
2013,"GOA",75,"F",1,"AFSCLL"
2013,"GOA",75,"F",1,"AFSCLL"
2012,"GOA",55,"F",1,"AFSCLL"
2012,"GOA",60,"M",2,"AFSCLL"
2012,"GOA",65,"F",1,"AFSCLL"
2012,"GOA",65,"M",1,"AFSCLL"
2012,"GOA",70,"M",1,"AFSCLL"
2012,"GOA",65,"M",5,"AFSCLL"
2012,"GOA",55,"M",1,"AFSCLL"
2012,"GOA",55,"F",1,"AFSCLL"
2012,"GOA",55,"F",1,"AFSCLL"
2012,"GOA",60,"F",1,"AFSCLL"
2012,"GOA",70,"M",1,"AFSCLL"
2012,"GOA",75,"F",5,"AFSCLL"
2012,"GOA",80,"F",1,"AFSCLL"
2012,"GOA",60,"M",1,"AFSCLL"
2012,"GOA",60,"F",1,"AFSCLL"
2012,"GOA",80,"F",2,"AFSCLL"
2012,"GOA",60,"F",1,"AFSCLL"
2012,"GOA",60,"M",2,"AFSCLL"
2012,"GOA",65,"M",3,"AFSCLL"
2012,"GOA",70,"F",1,"AFSCLL"
2012,"GOA",65,"M",1,"AFSCLL"
2012,"GOA",65,"F",2,"AFSCLL"
2012,"GOA",65,"F",1,"AFSCLL"
2012,"GOA",60,"M",1,"AFSCLL"
2012,"GOA",55,"M",1,"AFSCLL"
2012,"GOA",55,"M",1,"AFSCLL"
2012,"GOA",60,"M",3,"AFSCLL"
2012,"GOA",55,"M",1,"AFSCLL"
2012,"GOA",60,"F",4,"AFSCLL"
2012,"GOA",60,"F",2,"AFSCLL"
2012,"GOA",60,"M",2,"AFSCLL"
2012,"GOA",65,"M",3,"AFSCLL"
2012,"GOA",65,"M",1,"AFSCLL"
2012,"GOA",65,"F",1,"AFSCLL"
2012,"GOA",70,"F",2,"AFSCLL"
2012,"GOA",55,"F",1,"AFSCLL"
2012,"GOA",60,"F",1,"AFSCLL"
2012,"GOA",70,"F",1,"AFSCLL"
2012,"GOA",55,"M",1,"AFSCLL"
2012,"GOA",65,"F",1,"AFSCLL"
2014,"GOA",75,"M",1,"AFSCLL"
2014,"GOA",65,"F",2,"AFSCLL"
2014,"GOA",60,"M",1,"AFSCLL"
2014,"GOA",65,"M",1,"AFSCLL"
2014,"GOA",75,"M",1,"AFSCLL"
2014,"GOA",95,"F",1,"AFSCLL"
2015,"GOA",70,"F",1,"AFSCLL"
2014,"GOA",80,"F",2,"AFSCLL"
2014,"GOA",55,"M",1,"AFSCLL"
2014,"GOA",80,"F",1,"AFSCLL"
2014,"GOA",70,"M",2,"AFSCLL"
2014,"GOA",60,"F",1,"AFSCLL"
2014,"GOA",50,"F",1,"AFSCLL"
2014,"GOA",55,"M",1,"AFSCLL"
2014,"GOA",65,"M",1,"AFSCLL"
2014,"GOA",95,"F",1,"AFSCLL"
2014,"GOA",70,"M",2,"AFSCLL"
2014,"GOA",60,"M",1,"AFSCLL"
2014,"GOA",70,"F",1,"AFSCLL"
2014,"GOA",75,"F",1,"AFSCLL"
2014,"GOA",65,"F",3,"AFSCLL"
2014,"GOA",65,"M",3,"AFSCLL"
2014,"GOA",65,"F",2,"AFSCLL"
2014,"GOA",70,"F",1,"AFSCLL"
2014,"GOA",60,"M",2,"AFSCLL"
2014,"GOA",55,"M",1,"AFSCLL"
2014,"GOA",60,"M",1,"AFSCLL"
2014,"GOA",70,"M",1,"AFSCLL"
2014,"GOA",85,"F",1,"AFSCLL"
2014,"GOA",55,"M",1,"AFSCLL"
2014,"GOA",60,"M",2,"AFSCLL"
2014,"GOA",60,"M",2,"AFSCLL"
2014,"GOA",60,"M",2,"AFSCLL"
2014,"GOA",65,"F",1,"AFSCLL"
2014,"GOA",60,"M",4,"AFSCLL"
2014,"GOA",65,"M",3,"AFSCLL"
2014,"GOA",65,"F",2,"AFSCLL"
2014,"GOA",60,"F",5,"AFSCLL"
2014,"GOA",65,"F",1,"AFSCLL"
2014,"GOA",65,"M",2,"AFSCLL"
2014,"GOA",60,"M",2,"AFSCLL"
2014,"GOA",65,"M",2,"AFSCLL"
2014,"GOA",65,"M",1,"AFSCLL"
2014,"GOA",65,"F",1,"AFSCLL"
2014,"GOA",55,"F",1,"AFSCLL"
2014,"GOA",60,"F",1,"AFSCLL"
2014,"GOA",80,"F",1,"AFSCLL"
2014,"GOA",65,"M",1,"AFSCLL"
2014,"GOA",70,"M",2,"AFSCLL"
2014,"GOA",80,"F",2,"AFSCLL"
2014,"GOA",65,"F",1,"AFSCLL"
2014,"GOA",65,"M",3,"AFSCLL"
2014,"GOA",65,"F",1,"AFSCLL"
2014,"GOA",65,"F",3,"AFSCLL"
2014,"GOA",70,"F",1,"AFSCLL"
2014,"GOA",70,"F",1,"AFSCLL"
2014,"GOA",75,"M",1,"AFSCLL"
2014,"GOA",75,"F",2,"AFSCLL"
2014,"GOA",60,"M",1,"AFSCLL"
2014,"GOA",60,"F",1,"AFSCLL"
2014,"GOA",85,"F",1,"AFSCLL"
2014,"GOA",70,"F",1,"AFSCLL"
2014,"GOA",70,"M",1,"AFSCLL"
2014,"GOA",70,"F",1,"AFSCLL"
2014,"GOA",65,"F",1,"AFSCLL"
2014,"GOA",60,"M",1,"AFSCLL"
2014,"GOA",80,"F",1,"AFSCLL"
2014,"GOA",70,"F",1,"AFSCLL"
2014,"GOA",80,"F",1,"AFSCLL"
2014,"GOA",75,"F",1,"AFSCLL"
2014,"GOA",80,"F",1,"AFSCLL"
2014,"GOA",75,"M",1,"AFSCLL"
2013,"GOA",65,"M",1,"AFSCLL"
2013,"GOA",55,"F",1,"AFSCLL"
2013,"GOA",50,"F",4,"AFSCLL"
2013,"GOA",50,"F",1,"AFSCLL"
2013,"GOA",65,"M",5,"AFSCLL"
2013,"GOA",70,"F",1,"AFSCLL"
2013,"GOA",75,"F",1,"AFSCLL"
2013,"GOA",55,"F",1,"AFSCLL"
2013,"GOA",55,"F",1,"AFSCLL"
2013,"GOA",60,"F",1,"AFSCLL"
2013,"GOA",65,"M",2,"AFSCLL"
2013,"GOA",65,"M",1,"AFSCLL"
2013,"GOA",60,"F",2,"AFSCLL"
2013,"GOA",65,"M",1,"AFSCLL"
2013,"GOA",55,"F",2,"AFSCLL"
2013,"GOA",55,"M",1,"AFSCLL"
2013,"GOA",60,"M",2,"AFSCLL"
2013,"GOA",70,"F",1,"AFSCLL"
2013,"GOA",75,"F",1,"AFSCLL"
2013,"GOA",80,"F",1,"AFSCLL"
2013,"GOA",55,"M",2,"AFSCLL"
2013,"GOA",60,"F",1,"AFSCLL"
2013,"GOA",60,"M",4,"AFSCLL"
2013,"GOA",70,"M",1,"AFSCLL"
2013,"GOA",50,"F",1,"AFSCLL"
2013,"GOA",50,"M",1,"AFSCLL"
2013,"GOA",50,"F",1,"AFSCLL"
2013,"GOA",65,"F",1,"AFSCLL"
2013,"GOA",55,"F",1,"AFSCLL"
2013,"GOA",65,"F",1,"AFSCLL"
2013,"GOA",65,"M",2,"AFSCLL"
2013,"GOA",70,"F",1,"AFSCLL"
2013,"GOA",60,"F",1,"AFSCLL"
2013,"GOA",60,"M",1,"AFSCLL"
2013,"GOA",65,"F",2,"AFSCLL"
2013,"GOA",60,"M",1,"AFSCLL"
2013,"GOA",55,"M",2,"AFSCLL"
2013,"GOA",55,"M",1,"AFSCLL"
2013,"GOA",60,"M",3,"AFSCLL"
2013,"GOA",70,"F",1,"AFSCLL"
2013,"GOA",55,"F",1,"AFSCLL"
2013,"GOA",65,"F",1,"AFSCLL"
2013,"GOA",70,"F",2,"AFSCLL"
2013,"GOA",50,"F",1,"AFSCLL"
2013,"GOA",50,"M",1,"AFSCLL"
2015,"GOA",55,"F",1,"AFSCLL"
2015,"GOA",60,"F",1,"AFSCLL"
2015,"GOA",55,"F",1,"AFSCLL"
2015,"GOA",65,"M",4,"AFSCLL"
2015,"GOA",55,"M",3,"AFSCLL"
2015,"GOA",65,"M",1,"AFSCLL"
2015,"GOA",60,"F",1,"AFSCLL"
2015,"GOA",65,"F",1,"AFSCLL"
2015,"GOA",65,"M",2,"AFSCLL"
2015,"GOA",70,"M",1,"AFSCLL"
2015,"GOA",70,"M",1,"AFSCLL"
2015,"GOA",60,"F",1,"AFSCLL"
2015,"GOA",60,"F",1,"AFSCLL"
2015,"GOA",65,"M",1,"AFSCLL"
2015,"GOA",60,"M",2,"AFSCLL"
2015,"GOA",70,"M",1,"AFSCLL"
2015,"GOA",65,"F",1,"AFSCLL"
2015,"GOA",50,"M",1,"AFSCLL"
2015,"GOA",50,"F",1,"AFSCLL"
2015,"GOA",65,"M",1,"AFSCLL"
2016,"GOA",60,"M",1,"AFSCLL"
2016,"GOA",65,"F",1,"AFSCLL"
2016,"GOA",50,"M",1,"AFSCLL"
2016,"GOA",55,"F",1,"AFSCLL"
2016,"GOA",55,"M",1,"AFSCLL"
2016,"GOA",65,"F",2,"AFSCLL"
2016,"GOA",65,"M",1,"AFSCLL"
2016,"GOA",70,"M",1,"AFSCLL"
2016,"GOA",55,"M",1,"AFSCLL"
2016,"GOA",65,"M",1,"AFSCLL"
2016,"GOA",65,"F",1,"AFSCLL"
2016,"GOA",55,"F",1,"AFSCLL"
2016,"GOA",55,"M",1,"AFSCLL"
2016,"GOA",70,"F",1,"AFSCLL"
2016,"GOA",65,"M",1,"AFSCLL"
2016,"GOA",60,"M",1,"AFSCLL"
2016,"GOA",60,"F",1,"AFSCLL"
2016,"GOA",70,"F",1,"AFSCLL"
2016,"GOA",75,"F",1,"AFSCLL"
2016,"GOA",65,"M",1,"AFSCLL"
2016,"GOA",50,"F",2,"AFSCLL"
2016,"GOA",50,"F",2,"AFSCLL"
2016,"GOA",55,"M",2,"AFSCLL"
2016,"GOA",60,"M",1,"AFSCLL"
2016,"GOA",75,"F",1,"AFSCLL"
2016,"GOA",55,"F",1,"AFSCLL"
2016,"GOA",60,"M",2,"AFSCLL"
2016,"GOA",65,"M",2,"AFSCLL"
2016,"GOA",60,"M",6,"AFSCLL"
2016,"GOA",70,"M",1,"AFSCLL"
2015,"GOA",85,"F",1,"AFSCLL"
2015,"GOA",90,"F",1,"AFSCLL"
2015,"GOA",55,"M",1,"AFSCLL"
2015,"GOA",70,"M",2,"AFSCLL"
2015,"GOA",75,"M",1,"AFSCLL"
2015,"GOA",65,"M",5,"AFSCLL"
2015,"GOA",70,"M",3,"AFSCLL"
2015,"GOA",60,"F",1,"AFSCLL"
2017,"GOA",65,"M",2,"AFSCLL"
2017,"GOA",70,"M",1,"AFSCLL"
2017,"GOA",75,"M",2,"AFSCLL"
2017,"GOA",65,"M",2,"AFSCLL"
2017,"GOA",65,"M",1,"AFSCLL"
2017,"GOA",70,"F",1,"AFSCLL"
2017,"GOA",65,"F",1,"AFSCLL"
2017,"GOA",70,"F",1,"AFSCLL"
2017,"GOA",55,"M",2,"AFSCLL"
2017,"GOA",55,"F",1,"AFSCLL"
2017,"GOA",60,"M",1,"AFSCLL"
2017,"GOA",55,"M",1,"AFSCLL"
2018,"GOA",60,"M",1,"AFSCLL"
2018,"GOA",50,"M",1,"AFSCLL"
2017,"GOA",60,"M",1,"AFSCLL"
2017,"GOA",65,"M",3,"AFSCLL"
2017,"GOA",65,"M",1,"AFSCLL"
2017,"GOA",65,"F",1,"AFSCLL"
2017,"GOA",55,"M",1,"AFSCLL"
2017,"GOA",60,"M",9,"AFSCLL"
2017,"GOA",60,"M",3,"AFSCLL"
2017,"GOA",55,"F",1,"AFSCLL"
2017,"GOA",55,"M",4,"AFSCLL"
2017,"GOA",60,"M",7,"AFSCLL"
2017,"GOA",70,"F",2,"AFSCLL"
2017,"GOA",75,"F",1,"AFSCLL"
2017,"GOA",55,"M",2,"AFSCLL"
2017,"GOA",95,"F",1,"AFSCLL"
2017,"GOA",75,"M",1,"AFSCLL"
2017,"GOA",50,"F",1,"AFSCLL"
2017,"GOA",60,"M",1,"AFSCLL"
2017,"GOA",65,"F",1,"AFSCLL"
2017,"GOA",60,"M",1,"AFSCLL"
2017,"GOA",65,"M",2,"AFSCLL"
2017,"GOA",45,"F",1,"AFSCLL"
2017,"GOA",55,"F",1,"AFSCLL"
2017,"GOA",55,"F",1,"AFSCLL"
2017,"GOA",55,"F",1,"AFSCLL"
2017,"GOA",60,"F",2,"AFSCLL"
2017,"GOA",70,"F",1,"AFSCLL"
2017,"GOA",75,"M",2,"AFSCLL"
2017,"GOA",70,"F",1,"AFSCLL"
2017,"GOA",75,"F",1,"AFSCLL"
2017,"GOA",85,"F",1,"AFSCLL"
2017,"GOA",60,"F",1,"AFSCLL"
2017,"GOA",60,"M",3,"AFSCLL"
2017,"GOA",55,"M",1,"AFSCLL"
2017,"GOA",60,"M",1,"AFSCLL"
2017,"GOA",45,"M",1,"AFSCLL"
2017,"GOA",60,"M",1,"AFSCLL"
2017,"GOA",80,"F",1,"AFSCLL"
2017,"GOA",60,"M",1,"AFSCLL"
2017,"GOA",60,"M",1,"AFSCLL"
2017,"GOA",60,"M",3,"AFSCLL"
2017,"GOA",65,"M",3,"AFSCLL"
2017,"GOA",65,"F",1,"AFSCLL"
2017,"GOA",65,"F",1,"AFSCLL"
2017,"GOA",60,"M",10,"AFSCLL"
2017,"GOA",65,"F",1,"AFSCLL"
2017,"GOA",65,"M",2,"AFSCLL"
2017,"GOA",70,"F",3,"AFSCLL"
2017,"GOA",75,"F",1,"AFSCLL"
2017,"GOA",55,"F",1,"AFSCLL"
2017,"GOA",60,"M",2,"AFSCLL"
2017,"GOA",75,"F",1,"AFSCLL"
2017,"GOA",80,"F",1,"AFSCLL"
2017,"GOA",90,"F",1,"AFSCLL"
2017,"GOA",45,"F",1,"AFSCLL"
2017,"GOA",55,"F",1,"AFSCLL"
2017,"GOA",65,"F",1,"AFSCLL"
2017,"GOA",60,"M",1,"AFSCLL"
2017,"GOA",80,"F",1,"AFSCLL"
2017,"GOA",60,"F",1,"AFSCLL"
2017,"GOA",65,"F",1,"AFSCLL"
2017,"GOA",60,"M",1,"AFSCLL"
2017,"GOA",60,"F",1,"AFSCLL"
2017,"GOA",65,"F",1,"AFSCLL"
2017,"GOA",50,"M",1,"AFSCLL"
2017,"GOA",55,"M",1,"AFSCLL"
2017,"GOA",55,"M",1,"AFSCLL"
2017,"GOA",80,"F",1,"AFSCLL"
2017,"GOA",55,"F",1,"AFSCLL"
2017,"GOA",65,"F",1,"AFSCLL"
2017,"GOA",65,"F",1,"AFSCLL"
2017,"GOA",65,"M",4,"AFSCLL"
2017,"GOA",55,"M",2,"AFSCLL"
2017,"GOA",65,"M",1,"AFSCLL"
